TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
Classe;59.510.243/0001-12;ADEMICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00;0.00
Classe;59.510.243/0001-12;ADEMICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;38550.00;1000.00
Classe;59.524.577/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DAV;2025-02-28;Subclasse Senior Série 1;8700.00;1000.68
Classe;59.524.577/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DAV;2025-02-28;Subclasse Subordinada Subordinada 1 |;6300.00;999.61
Classe;59.532.738/0001-42;CP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00;0.00
Classe;59.532.738/0001-42;CP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;41100.00;1000.33
Classe;59.548.957/0001-10;MAVERICK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Classe;59.548.957/0001-10;MAVERICK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;240.00;1095.66
Classe;59.595.605/0001-15;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IF BTG PACTUAL I;2025-02-28;Subclasse Senior Série 1;4800.03;1000.16
Classe;59.595.605/0001-15;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IF BTG PACTUAL I;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00;0.00
Classe;59.629.874/0001-55;PARANA I FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Classe;59.629.874/0001-55;PARANA I FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 |;20000.00;1000.00
Classe;59.630.360/0001-10;PARANÁ II FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Classe;59.630.360/0001-10;PARANÁ II FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 |;20000.00;1000.00
Classe;59.630.757/0001-01;PARANÁ III FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Classe;59.630.757/0001-01;PARANÁ III FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 |;20000.00;1000.00
Classe;59.631.123/0001-73;PARANÁ IV FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Classe;59.631.123/0001-73;PARANÁ IV FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 |;20000.00;1000.00
Classe;59.631.662/0001-02;PARANÁ V FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Classe;59.631.662/0001-02;PARANÁ V FIAGRO FIDC - FIDC NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 |;20000.00;1000.00
Classe;59.717.706/0001-11;SILVER BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00;0.00
Classe;59.717.706/0001-11;SILVER BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;27903.71;1000.00
Classe;97.533.979/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CASH FLOW MULTISSEGMENTOS;2025-02-28;Subclasse Senior;0.00;0.00
Classe;97.533.979/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CASH FLOW MULTISSEGMENTOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;242767.65;1558.67
Fundo;08.621.199/0001-87;FAMCRED FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;5.02;13733421.99
Fundo;08.621.199/0001-87;FAMCRED FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;10659.81;8714.26
Fundo;08.661.352/0001-08;VVMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;08.661.352/0001-08;VVMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;62797441.11;7.24
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Senior S?rie 1;125952.93;18.30
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Senior S?rie 2;73419.91;21.09
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Senior S?rie 3;70680.03;23.54
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Subordinada Mezanino 1 | S?rie 1;37124.35;0.01
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Subordinada Mezanino 2 | S?rie 1;18541.98;0.01
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Subordinada Mezanino 3 | S?rie 1;14099.60;0.01
Fundo;08.845.618/0001-64;FIDC MULTISETORIAL MAXIMUM;2025-02-28;Subclasse Subordinada Subordinada 1 |;9623.73;0.01
Fundo;09.194.841/0001-51;ATLÂNTICO FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;09.194.841/0001-51;ATLÂNTICO FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;64.39;2843224.37
Fundo;09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2025-02-28;Subclasse Subordinada Subordinada 1 |;121.72;0.00
Fundo;09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;282.42;35.40
Fundo;11.003.181/0001-26;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2025-02-28;Subclasse Senior Série 1;1398.15;24749.16
Fundo;11.003.181/0001-26;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2025-02-28;Subclasse Subordinada  |;0.00;0.00
Fundo;11.351.413/0001-37;CORAL FIDC MULTISETORIAL;2025-02-28;Subclasse Senior S?rie 1;34.57;-507460.62
Fundo;11.351.413/0001-37;CORAL FIDC MULTISETORIAL;2025-02-28;Subclasse Subordinada  |;0.00;0.00
Fundo;12.401.806/0001-70;AIMORES FIDC-NP - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;12.401.806/0001-70;AIMORES FIDC-NP - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1012464576.33;0.00
Fundo;13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;13.764.696/0001-74;JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.25;964642857.79
Fundo;13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2025-02-28;Subclasse Senior Série 1;262105.21;193.52
Fundo;13.990.000/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ITÁLIA;2025-02-28;Subclasse Subordinada Subordinada 1 |;148316.49;0.00
Fundo;14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;14.109.346/0001-37;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS MULTISEGMENTOS NPL IPANEMA II;2025-02-28;Subclasse Subordinada Subordinada 1 |;33.22;132451.00
Fundo;14.166.140/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2025-02-28;Subclasse Senior Série 1;169896.04;4432.19
Fundo;14.166.140/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2025-02-28;Subclasse Subordinada Subordinada 1 |;16436.34;22306.61
Fundo;14.166.140/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIFRA STAR;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;17075.98;4711.46
Fundo;14.330.038/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO;2025-02-28;Subclasse Senior Série 1;547193.25;1725.48
Fundo;14.330.038/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO;2025-02-28;Subclasse Subordinada Subordinada 1 |;70803.71;0.00
Fundo;16.858.989/0001-09;OURO MAX FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;16.858.989/0001-09;OURO MAX FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;15500000.00;0.05
Fundo;19.221.032/0001-45;FUNDO DE LIQUIDAÇÃO FINANCEIRA FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;19.221.032/0001-45;FUNDO DE LIQUIDAÇÃO FINANCEIRA FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;964440764.28;1.49
Fundo;19.476.304/0001-58;LATACHE II DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;19.476.304/0001-58;LATACHE II DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;2442326.13;77.60
Fundo;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Senior Série 1;19554.87;1146.78
Fundo;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Senior Série 2;7000.00;1146.78
Fundo;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Senior Série 3;57801.39;1148.74
Fundo;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Senior Série 4;19871.04;1141.18
Fundo;20.093.934/0001-22;DBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;153395.12;0.06
Fundo;20.764.347/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CERES;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;20.764.347/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CERES;2025-02-28;Subclasse Subordinada Subordinada 1 |;114.70;1080945.66
Fundo;20.998.989/0001-81;VERUM II FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE  LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;20.998.989/0001-81;VERUM II FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE  LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;35900.70;321.72
Fundo;20.998.989/0001-81;VERUM II FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE  LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
Fundo;21.838.483/0001-78;RIO FORMOSO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2025-02-28;Subclasse Senior;1008521.20;590.82
Fundo;21.838.483/0001-78;RIO FORMOSO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2025-02-28;Subclasse Subordinada  |;0.00;0.00
Fundo;22.235.997/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;22.235.997/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN;2025-02-28;Subclasse Subordinada Subordinada 1 |;43.36;3736161.25
Fundo;22.753.477/0001-80;PJUS PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;22.753.477/0001-80;PJUS PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;29722.07;614.36
Fundo;22.945.880/0001-01;REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO;2025-02-28;Subclasse Senior Série 1;2310.43;1863.69
Fundo;22.945.880/0001-01;REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO;2025-02-28;Subclasse Subordinada Subordinada 1 |;27.36;11610858.80
Fundo;23.077.181/0001-50;CIMITARRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;23.077.181/0001-50;CIMITARRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1025.17;56957.36
Fundo;23.104.468/0001-21;SELECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;23.104.468/0001-21;SELECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;57539.79;2683.69
Fundo;23.956.991/0001-86;SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;23.956.991/0001-86;SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00;0.00
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 2;15483.41;732.67
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 3;43312.18;1063.22
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 2;12996.58;142.71
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 3 | Série 3;26559.29;871.07
Fundo;24.552.987/0001-15;NDMP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;300.00;49662.05
Fundo;25.162.160/0001-68;LEX FINANCIAL INVESTMENTS FIC FIDC;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;25.162.160/0001-68;LEX FINANCIAL INVESTMENTS FIC FIDC;2025-02-28;Subclasse Subordinada Subordinada 1 |;2089.35;55549.84
Fundo;26.199.830/0001-83;SAINT JOHN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS - FIDC-NP;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;26.199.830/0001-83;SAINT JOHN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS - FIDC-NP;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00;0.00
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;5169.19;1203.50
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 2;3000.00;1008.68
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;10252.74;2636.76
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1486.01;1223.14
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 1;4078.56;1329.30
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 3 | Série 1;300.00;1004.01
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 4 | Série 1;150.00;1009.74
Fundo;26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 5 | Série 1;0.00;0.00
Fundo;26.459.235/0001-30;LATACHE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;26.459.235/0001-30;LATACHE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;13859.01;385.13
Fundo;26.545.341/0001-36;URBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;26.545.341/0001-36;URBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
Fundo;26.545.341/0001-36;URBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00;0.00
Fundo;27.531.244/0001-57;ONDABRASIL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;27.531.244/0001-57;ONDABRASIL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;2174.96;9590.71
Fundo;27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 2;2838.71;1299.55
Fundo;27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 3;1000.00;1010.02
Fundo;27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;26797.69;1297.74
Fundo;27.938.258/0001-90;AGUIA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;27.938.258/0001-90;AGUIA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;3175.08;879.34
Fundo;27.938.258/0001-90;AGUIA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;7384.53;1267.45
Fundo;28.240.255/0001-40;MARINO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESP LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;28.240.255/0001-40;MARINO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESP LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;17365.87;4337.88
Fundo;28.254.169/0001-97;VEGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;28.254.169/0001-97;VEGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1897.78;3115.20
Fundo;28.296.597/0001-82;HT3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;1998.30;1004.18
Fundo;28.296.597/0001-82;HT3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;26029.65;1816.11
Fundo;28.492.719/0001-06;VINCI ENERGIA SUSTENTÁVEL FIDC - IS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;28.492.719/0001-06;VINCI ENERGIA SUSTENTÁVEL FIDC - IS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;420276.70;1258.41
Fundo;28.796.986/0001-77;KINERET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;0.00;0.00
Fundo;28.796.986/0001-77;KINERET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;124.56;1021992.15
Fundo;28.849.641/0001-34;SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;8428.91;1550.08
Fundo;28.849.641/0001-34;SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;10758.78;1189.36
Fundo;28.849.641/0001-34;SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;3.86;46987.42
Fundo;29.010.636/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP OPTIONS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;29.010.636/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP OPTIONS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00;0.00
Fundo;29.284.735/0001-76;ACREDITAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00;0.00
Fundo;29.284.735/0001-76;ACREDITAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;6483520.36;8.75
Fundo;30.808.087/0001-99;JIVE PRECATÓRIOS SELECIONADOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior;0.00;0.00
