TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_VI_A_VL_DIRCRED_PRAZO;TAB_VI_A1_VL_PRAZO_VENC_30;TAB_VI_A2_VL_PRAZO_VENC_60;TAB_VI_A3_VL_PRAZO_VENC_90;TAB_VI_A4_VL_PRAZO_VENC_120;TAB_VI_A5_VL_PRAZO_VENC_150;TAB_VI_A6_VL_PRAZO_VENC_180;TAB_VI_A7_VL_PRAZO_VENC_360;TAB_VI_A8_VL_PRAZO_VENC_720;TAB_VI_A9_VL_PRAZO_VENC_1080;TAB_VI_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_VI_B_VL_DIRCRED_INAD;TAB_VI_B1_VL_INAD_30;TAB_VI_B2_VL_INAD_60;TAB_VI_B3_VL_INAD_90;TAB_VI_B4_VL_INAD_120;TAB_VI_B5_VL_INAD_150;TAB_VI_B6_VL_INAD_180;TAB_VI_B7_VL_INAD_360;TAB_VI_B8_VL_INAD_720;TAB_VI_B9_VL_INAD_1080;TAB_VI_B10_VL_INAD_MAIOR_1080;TAB_VI_C_VL_DIRCRED_ANTECIPADO;TAB_VI_C1_VL_ANTECIPADO_30;TAB_VI_C2_VL_ANTECIPADO_60;TAB_VI_C3_VL_ANTECIPADO_90;TAB_VI_C4_VL_ANTECIPADO_120;TAB_VI_C5_VL_ANTECIPADO_150;TAB_VI_C6_VL_ANTECIPADO_180;TAB_VI_C7_VL_ANTECIPADO_360;TAB_VI_C8_VL_ANTECIPADO_720;TAB_VI_C9_VL_ANTECIPADO_1080;TAB_VI_C10_VL_ANTECIPADO_MAIOR_1080
Classe;42.794.134/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VI RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.794.237/0001-31;ONNI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5194526.00;0.00;5194526.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1274205.29;1274205.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.813.981/0001-36;METALFRIO SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;58821609.17;9201015.46;9039954.14;10710319.97;8877656.57;10976421.50;10016241.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.827.518/0001-43;VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.860.938/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VII RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.866.928/0001-01;SETTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.866.957/0001-65;PATAGONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;2998963.17;634424.04;10157.16;1889659.49;0.00;19702.09;0.00;56322.47;101096.99;87445.78;200155.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.866.998/0001-51;PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;7495868.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7152726.79;343142.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.867.154/0001-25;NO STRESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.888.478/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS JUVO;2025-02-28;101343996.77;16534628.38;13275594.15;12527825.92;10936199.34;10085121.55;8937824.51;28615482.47;431320.45;0.00;0.00;40365174.97;9750552.20;6570577.13;5743753.49;4758325.42;3741354.24;2854875.59;6667495.27;278241.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.888.490/0001-54;ICRED OPARÁ FIDC NÃO-PADRONIZADOS - SEGMENTO FINANCEIRO - DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.921.964/0001-12;DAY MAXX 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.922.157/0001-14;RCL3X FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.926.752/0001-28;QR CREDITO CRIPTO I - FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.933.402/0001-99;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA FUTURO  PREVIDÊNCIA CONSIGNADO PÚBLICO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;42.934.790/0001-22;GRÃO YIELD CLASSE DE INVESTIMENTO EM COTAS DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.018.311/0001-90;KARDBANK CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.023.990/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CB;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4123801.00;1051468.00;823446.00;366216.00;366456.00;412542.00;275214.00;505437.00;323022.00;0.00;0.00
Classe;43.076.377/0001-37;MAX FINANCEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;3340404.06;1336686.14;574763.03;29039.19;29039.68;29036.05;29036.46;192927.56;415891.91;439488.02;264496.02;2790866.65;466352.99;585490.64;569892.21;89808.08;235777.60;138045.37;245336.59;460163.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.076.509/0001-20;CERTO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.102.422/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BP IP;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.122.353/0001-77;FATURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;6239271.53;3104271.12;1472739.27;413674.45;160067.97;75039.81;33474.94;335258.54;268208.80;137283.41;239253.22;5987473.26;2331074.91;876008.47;277150.95;1030698.20;315581.81;124300.30;606438.84;426219.78;0.00;0.00;8228835.00;7085060.00;1097988.00;45787.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.140.980/0001-30;SERRAMBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.143.438/0001-31;STZ FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CORPORATIVOS;2025-02-28;22720507.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22720507.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.143.480/0001-52;FIDC DE RESPONSABILIDADE LIMITADA REDE DE POSTOS MONTE CARLO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.165.221/0001-22;SÃO CARLOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.181.488/0001-03;TOPCRED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.181.523/0001-94;CAPITALIZE EBF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;7948386.42;5141322.09;1529017.71;443280.01;235985.41;146973.98;68363.49;238399.20;145044.53;0.00;0.00;889476.85;646708.07;115502.81;51461.67;36662.40;0.00;0.00;39141.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.193.260/0001-33;RESIDENCE CLUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;333595846.97;8473597.38;8131248.14;8404704.11;8202595.79;8427670.56;7534785.92;44780414.02;79626107.32;62098458.17;97916265.56;8032073.95;7805648.18;226425.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.236.160/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VCK II CONSIGNADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.236.200/0001-50;EM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.237.790/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSORCIEI II - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.271.544/0001-09;CBZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.290.912/0001-58;SDL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;5852529.40;15958.51;15624.12;84656.35;15047.61;14758.04;14459.06;281691.96;212423.05;249831.01;4948079.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.309.133/0001-57;NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.309.233/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LIVERPOOL RESPONSABILIDADE LIMITADA;2025-02-28;167633014.39;4341675.95;2670318.25;120369834.83;21940170.52;3071303.11;1006625.14;14233086.59;0.00;0.00;0.00;589347.20;58892.00;0.00;0.00;0.00;0.00;357200.00;38939.20;134316.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.444.591/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OUZE - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13045275.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2254295.61;4748669.12;6042310.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.489.824/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR  AUTO-FORD;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.551.156/0001-73;ORRAM CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.551.206/0001-12;ORRAM 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.616.659/0001-80;TALÓ 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.619.145/0001-88;QI QUATÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;17694713.22;85964.86;87910.96;158301.40;419472.96;384636.08;619261.16;2541560.27;7893572.64;5504032.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.690.506/0001-82;JIVE BOSSANOVA MASTER HIGH YIELD - FIDC DE RESPONSABILIDADE ILIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.702.427/0001-44;GRUPO AFFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;7817398.36;3404343.66;2006763.62;1786951.71;438701.84;85521.76;6119.02;88996.75;0.00;0.00;0.00;769382.60;326640.15;1445.50;0.00;9355.95;30000.00;137060.00;264881.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.702.477/0001-21;PCS II GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.702.714/0001-54;SAVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.705.687/0001-73;EDENEMERALD HEZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.722.605/0001-07;EDENTOURMALINE HAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.722.793/0001-65;F2 BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;51132905.51;18028732.26;10929069.84;2114936.26;689918.21;635692.34;617962.35;4346733.57;2963157.08;988347.03;9818356.57;4535434.17;405935.43;15000.00;324997.30;729203.42;943655.49;486754.51;1629888.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.806.417/0001-59;RADIX TRIMARÃ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.863.266/0001-70;LC SFH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.866.327/0001-53;FG NOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.866.348/0001-79;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.871.874/0001-27;CARMEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.873.012/0001-33;CARMEL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.946.439/0001-14;ATIVOS JUDICIAIS PEC - I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS E DE RESP LIMITADA;2025-02-28;9570698.48;335920.77;352423.70;342586.07;331933.47;322057.90;312111.74;1684010.31;2324779.28;1645105.74;1919769.50;380220.59;332592.86;34427.96;9195.86;1953.89;1060.42;494.80;494.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.946.448/0001-05;CALÊNDULA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;43.946.598/0001-19;MENESTYS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;44.002.502/0001-27;KP GUARDIAN FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;44.002.535/0001-77;BEX FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;55863235.41;29744302.24;13134563.64;7660652.38;1449086.27;700438.44;405575.09;2768617.35;0.00;0.00;0.00;16307712.05;13604617.34;1285790.44;626929.15;587716.89;202658.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;44.062.556/0001-88;ARES FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
