TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;33.823.944/0001-18;EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;118486.16;118486.16;118486.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.827.236/0001-55;KING FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;10479.70;10479.70;10479.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.827.572/0001-06;MEGA INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;4560881.60;4560881.60;20631.84;4540249.76;0.00;0.00;0.00;0.00;0.00
Classe;33.953.549/0001-50;AGROSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;983524.61;983524.61;983524.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.027.522/0001-07;BANSULCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;110607.56;110607.56;110607.46;0.10;0.00;0.00;0.00;0.00;0.00
Classe;34.027.549/0001-91;SMARTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1253741.52;1253741.52;1253741.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.081.563/0001-73;HECTARE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;73857.18;73857.18;73857.18;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.082.112/0001-50;NOBEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;833172.86;833172.86;833172.60;0.26;0.00;0.00;0.00;0.00;0.00
Classe;34.096.044/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS CONSIGNADO;2025-02-28;1158628.47;1158628.47;1158628.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.096.104/0001-63;ART SPECIALE FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABLIDADE LIMITADA;2025-02-28;545825.28;545825.28;545825.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.197.588/0001-37;DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;138928566.28;138928566.28;138928566.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.194/0001-18;BLESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2025-02-28;425554.35;425554.35;425554.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.393/0001-26;KALYTERA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;20884305.84;20884305.84;19438628.81;1445677.03;0.00;0.00;0.00;0.00;0.00
Classe;34.218.864/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MOTO-HONDA;2025-02-28;15818956.90;15818956.90;15818956.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.918/0001-23;LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;233657.52;233657.52;233657.42;0.10;0.00;0.00;0.00;0.00;0.00
Classe;34.218.936/0001-05;EDISON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;312691.14;312691.14;312691.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.953/0001-42;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS TEMPUS II - RESPONSABILIDADE LIMITADA;2025-02-28;6075454.48;6075454.48;6075454.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.960/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION CONSIGNADOS;2025-02-28;187272.58;187272.58;187272.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.395.364/0001-30;CIVITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.407.714/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIÓS ANTECIPA  RESPONSABILIDADE LIMITADA;2025-02-28;533545.53;533545.53;0.00;533545.53;0.00;0.00;0.00;0.00;0.00
Classe;34.408.539/0001-04;CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;126713816.88;126713816.88;0.00;126713816.88;0.00;0.00;0.00;0.00;0.00
Classe;34.427.162/0001-22;FM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 4;2025-02-28;197055.49;197055.49;197055.49;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.461.516/0001-55;FUNDO DE INVESTIMENTOEM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS XII - RESPONSABILIDADE LIMITADA;2025-02-28;151072.27;151072.27;0.00;151072.27;0.00;0.00;0.00;0.00;0.00
Classe;34.475.955/0001-17;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA MEZZO SAÚDE;2025-02-28;170621.93;170621.93;170621.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.475.959/0001-03;PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;58697.95;58697.95;58697.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.475.989/0001-01;BLACKCOMB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;12833.98;12833.98;12833.98;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.508.357/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IRON CAPITAL - MEUCASHCARD;2025-02-28;392071.03;392071.03;392071.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.508.740/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ENERGIA SOLAR;2025-02-28;149106.95;149106.95;0.00;149106.95;0.00;0.00;0.00;0.00;0.00
Classe;34.521.809/0001-80;SRM EXODUS PME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18526768.21;18526768.21;18524201.53;2566.68;0.00;0.00;0.00;0.00;0.00
Classe;34.644.098/0001-31;DELTA ENERGIA PRÉ-PAGAMENTO I - FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;495579.25;495579.25;495579.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.661.403/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FISERV - RESPONSABILIDADE LIMITADA;2025-02-28;683407.73;683407.73;0.00;683407.73;0.00;0.00;0.00;0.00;0.00
Classe;34.691.203/0001-93;ECOAGRO INSUMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;752970.04;752970.04;752970.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.691.362/0001-98;ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;125000.00;125000.00;125000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.691.408/0001-79;BRIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;537828.35;537828.35;537828.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.736.565/0001-53;FAÍSCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;117983.28;117983.28;117983.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.736.673/0001-26;BW GSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;41139.21;41139.21;41139.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.737.918/0001-30;STEP-UP XII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;4824.16;4824.16;4824.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.780.492/0001-05;SOLIS CAPITAL ANTARES LIGHT MASTER FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-02-28;1192112.46;1192112.46;1192112.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.850.033/0001-42;AGROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;141836.29;141836.29;141836.29;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.850.088/0001-52;SUMUP I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA;2025-02-28;59782.71;59782.71;59782.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.867.743/0001-85;BLP CRÉDITO JUDICIAL IV FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSAB. LIMITADA;2025-02-28;4000.00;4000.00;2000.00;2000.00;0.00;0.00;0.00;0.00;0.00
Classe;34.964.344/0001-32;JC CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;255971.94;255971.94;255971.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.964.529/0001-47;MORELIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;166178.65;166178.65;166178.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.000/0001-37;CONTAÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3263508.49;3263508.49;3261525.16;1983.33;0.00;0.00;0.00;0.00;0.00
Classe;35.138.028/0001-74;JIF CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉD PRIV DE RESPONSABILIDADE ILIMITADA;2025-02-28;15306987.75;15306987.75;15306987.75;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.041/0001-23;BC CONSÓRCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;14994234.53;14994234.53;14994234.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;7920695.95;7920695.95;7920695.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.063/0001-93;ITAPUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;19242.33;19242.33;19242.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.157.905/0001-54;LUNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;429107734.79;429107734.79;6210.20;429101524.59;0.00;0.00;0.00;0.00;0.00
Classe;35.162.655/0001-40;INTRABANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA;2025-02-28;9773204.54;9773204.54;0.00;9773204.54;0.00;0.00;0.00;0.00;0.00
Classe;35.178.750/0001-32;DIVICASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;1847944.54;1847944.54;1847342.47;602.07;0.00;0.00;0.00;0.00;0.00
Classe;35.179.032/0001-80;SEQUOIA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;566350.33;566350.33;26738.89;539611.44;0.00;0.00;0.00;0.00;0.00
Classe;35.265.104/0001-02;DIANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5671370.93;5671370.93;2061000.70;3610370.23;0.00;0.00;0.00;0.00;0.00
Classe;35.265.609/0001-77;KAPA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1432582.92;1432582.92;1432582.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.448.908/0001-47;EXES CRÉDITO DIRETO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;519810.98;519810.98;519810.98;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.448.967/0001-15;ATIVOS ESPECIAIS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;9690919.31;9690919.31;9690919.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.449.141/0001-70;CHIMERA NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;2552946.15;2552946.15;2552946.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.476.474/0001-99;CENTRAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;1380181.19;1380181.19;1380181.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.477.786/0001-17;OLIVER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;43514.25;43514.25;6210.20;37304.05;0.00;0.00;0.00;0.00;0.00
Classe;35.580.989/0001-34;BANFITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;4227711.26;4227711.26;4227710.30;0.96;0.00;0.00;0.00;0.00;0.00
Classe;35.581.045/0001-81;SEEDS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.581.308/0001-52;MARILIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;959921.48;959921.48;959921.47;0.01;0.00;0.00;0.00;0.00;0.00
Classe;35.609.597/0001-50;BLP W FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;176582.07;176582.07;26492.96;150089.11;0.00;0.00;0.00;0.00;0.00
Classe;35.654.776/0001-00;PANTANAL DO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;256932.21;256932.21;254465.54;2466.67;0.00;0.00;0.00;0.00;0.00
Classe;35.654.828/0001-48;MACCABI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;41856.25;41856.25;41856.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.654.837/0001-39;PLATINUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;30622.03;30622.03;28472.03;2150.00;0.00;0.00;0.00;0.00;0.00
Classe;35.654.917/0001-94;MS OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;211661.84;211661.84;209195.17;2466.67;0.00;0.00;0.00;0.00;0.00
Classe;35.688.072/0001-58;VINCI ANTECIPE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;23610.00;23610.00;23610.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.688.101/0001-81;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLAIMS S1;2025-02-28;46882.11;46882.11;46882.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.688.153/0001-58;MAGALU I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;1513712.85;1513712.85;1513712.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.689.601/0001-38;ÁGIS  - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;5176164.99;5176164.99;5176164.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.705.695/0001-91;PRECATO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;799948.27;799948.27;799948.27;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.715.919/0001-46;ORYX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;9888.45;9888.45;9888.45;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.726.300/0001-37;BRAVE 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;787165.64;787165.64;787165.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.726.650/0001-01;EMPÍRICA DEBÊNTURES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;68635.31;68635.31;68635.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.754.011/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PORTO DESAP -RESPONSABILIDADE LIMITADA;2025-02-28;733407.31;733407.31;733407.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.765.949/0001-67;FRUIT CREEK CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;182541.21;182541.21;182541.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.765.961/0001-71;C3E CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;11421550.07;11421550.07;11421550.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.817.199/0001-20;AXIS RENOVÁVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;35820.87;35820.87;35820.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.844.801/0001-18;NF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5659898.65;5659898.65;5620635.62;39263.03;0.00;0.00;0.00;0.00;0.00
Classe;35.865.981/0001-14;THUNDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;7420.40;7420.40;6210.20;1210.20;0.00;0.00;0.00;0.00;0.00
Classe;35.868.110/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA;2025-02-28;23342.21;23342.21;0.00;23342.21;0.00;0.00;0.00;0.00;0.00
Classe;35.868.733/0001-27;EXES XINGU FIAGRO - DIREITOS CREDITÓRIOS;2025-02-28;71411.73;71411.73;71411.73;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.868.740/0001-29;LESTE LLF CID FIDC I DE RESPONSABILIDADE LIMITADA;2025-02-28;20562041.88;20562041.88;20562041.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.880.735/0001-31;DJF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;1496208.08;1496208.08;1496208.08;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.940.459/0001-50;FERPAR - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;36635.72;36635.72;36635.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.946.113/0001-69;FIDC FINANCEIROS FACTA CONSIGNADO INSS DE RESPONSABILIDADE LIMITADA;2025-02-28;435776.88;435776.88;0.00;435776.88;0.00;0.00;0.00;0.00;0.00
Classe;35.949.828/0001-75;ROCKET II PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3195511.89;3195511.89;3195511.89;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.975.173/0001-00;AZURE BLC V  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;97704.42;97704.42;97704.42;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.982.683/0001-04;GPR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;1909610.86;1909610.86;1909608.25;2.61;0.00;0.00;0.00;0.00;0.00
Classe;36.009.621/0001-83;DMA9 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;268741.97;268741.97;268741.97;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.013.900/0001-10;SPECIALE BRAVE FI EM COTAS DE FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESP LIMITADA;2025-02-28;53968.23;53968.23;53968.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.013.923/0001-25;SPECIALE BRAVE HIGH YIELD FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CRED RESPON LIMITADA;2025-02-28;48636.04;48636.04;48636.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.015.243/0001-40;BRAVE 180 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;623370.25;623370.25;623020.17;350.08;0.00;0.00;0.00;0.00;0.00
Classe;36.017.588/0001-33;JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18262382.63;18262382.63;18262382.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.083.015/0001-08;ENGEBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;45674.37;45674.37;45674.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.083.618/0001-00;LESTE LLF CID FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II DE RESPONSABILIDADE LIMITADA;2025-02-28;3541428.35;3541428.35;3541428.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.083.634/0001-00;BRASIL MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;254849.60;254849.60;254849.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.114.991/0001-80;D7 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;31008.95;31008.95;31008.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.115.099/0001-14;VERTICAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;766506.14;766506.14;129098.15;637407.99;0.00;0.00;0.00;0.00;0.00
Classe;36.232.996/0001-08;OXYGEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;709370.25;709370.25;709370.24;0.01;0.00;0.00;0.00;0.00;0.00
Classe;36.246.327/0001-95;AMAZONITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6210.20;6210.20;6210.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.293.650/0001-10;VIA CAPITAL MATRAMERUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓR;2025-02-28;8652.04;8652.04;8652.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.312.154/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEBRAE MPE;2025-02-28;595986.10;595986.10;595986.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.334.968/0001-00;POSITANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;165105.72;165105.72;165105.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.335.619/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PROVI INCOME SHARE AGREEMENT RESPONSABILIDADE LIMITADA;2025-02-28;8219232.48;8219232.48;8219232.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.335.649/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS;2025-02-28;25423.58;25423.58;25423.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.335.689/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SETOR PÚBLICO;2025-02-28;40529.12;40529.12;40529.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.335.723/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS;2025-02-28;39350.38;39350.38;39350.38;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.359.698/0001-83;U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;873781.93;873781.93;873781.84;0.09;0.00;0.00;0.00;0.00;0.00
Classe;36.399.603/0001-55;GREENWOOD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;57073.80;57073.80;57073.80;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.420.767/0001-17;U.NIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-02-28;10110.28;10110.28;10110.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.500.339/0001-02;BMA INTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;3437085.74;3437085.74;3437085.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.517.586/0001-03;MOVVIME FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;109268.24;109268.24;109268.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.544.636/0001-41;PAY CARGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;346357.28;346357.28;346357.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.553.528/0001-35;BANCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;1786518.52;1786518.52;1786518.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.566.199/0001-67;LAPERANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;64436478.94;64436478.94;0.00;64436478.94;0.00;0.00;0.00;0.00;0.00
Classe;36.566.257/0001-52;ROMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;79210000.00;79210000.00;10000.00;79200000.00;0.00;0.00;0.00;0.00;0.00
Classe;36.566.311/0001-60;OBSIDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;50860.30;50860.30;50860.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;36.643.574/0001-25;VIVO PAY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;456116.66;456116.66;456116.66;0.00;0.00;0.00;0.00;0.00;0.00
