TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-02-28;48571.62;48571.62;48571.62;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;136177.86;136177.86;136177.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;79595.70;79595.70;79595.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;129246.51;129246.51;129246.51;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;117672.50;117672.50;117672.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;302489.84;302489.84;302489.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;600763.28;600763.28;600763.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2025-02-28;552522.57;552522.57;552522.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;204627.74;204627.74;0.00;204627.74;0.00;0.00;0.00;0.00;0.00
Classe;47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2025-02-28;867882.05;867882.05;867882.05;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6230.48;6230.48;6230.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-02-28;89379.76;89379.76;89379.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;169565.99;169565.99;169565.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;283166.05;283166.05;283166.05;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;147166393.00;141878071.65;141878071.65;0.00;5288321.35;0.00;0.00;0.00;5288321.35
Classe;47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;24005566.68;24005566.68;24005566.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2025-02-28;2061145.40;2061145.40;2061145.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;522219.09;522219.09;522219.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-02-28;411321.83;411321.83;411321.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-02-28;142651.93;142651.93;142651.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;197581.35;197581.35;197581.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.280.025/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH I RESPONSABILIDADE LIMITADA;2025-02-28;1848969.58;1848969.58;0.00;1848969.58;0.00;0.00;0.00;0.00;0.00
Classe;47.293.897/0001-52;SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;80856.63;80856.63;80856.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;28702.76;28702.76;28702.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;258885.47;258885.47;258885.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;17962.37;17377.93;17377.93;0.00;584.44;0.00;0.00;0.00;584.44
Classe;47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;11951.44;11951.44;11951.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;80695.16;80695.16;80695.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E;2025-02-28;1221930.88;1221930.88;1221930.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;139884.00;139884.00;139884.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;45318.82;45318.82;45318.82;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2025-02-28;567926.62;567926.62;567926.58;0.04;0.00;0.00;0.00;0.00;0.00
Classe;47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;62398.90;62398.90;59898.90;2500.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;366083.01;366083.01;366083.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;388276.10;388276.10;387407.57;868.53;0.00;0.00;0.00;0.00;0.00
Classe;47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1624388.37;1624388.37;1624388.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;22184.99;22184.99;22184.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2025-02-28;581568.46;581568.46;581568.39;0.07;0.00;0.00;0.00;0.00;0.00
Classe;47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;39034.12;39034.12;39034.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.373/0001-62;PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;50409.75;50409.75;50409.73;0.02;0.00;0.00;0.00;0.00;0.00
Classe;47.463.381/0001-09;PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;108526.41;108526.41;108526.41;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.387/0001-86;SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;46165.94;46165.94;46165.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.389/0001-75;LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;77704.15;77704.15;77704.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.397/0001-11;ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;435156.53;435156.53;435156.39;0.14;0.00;0.00;0.00;0.00;0.00
Classe;47.463.403/0001-30;ARTESANAL CP BOLETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2797311.99;2797311.99;2797311.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.408/0001-63;G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18901.98;18901.98;18901.98;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.466.676/0001-39;ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;222432.82;222432.82;222432.82;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.542.777/0001-41;E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;58544.63;58544.63;56727.96;1816.67;0.00;0.00;0.00;0.00;0.00
Classe;47.640.584/0001-23;SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-02-28;225285.79;225285.79;225285.79;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.640.619/0001-24;BANQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;27839.92;27839.92;27839.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.160/0001-91;XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;23753.09;23753.09;23753.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.200/0001-03;FERT-AGRO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS;2025-02-28;87881.31;87881.31;87881.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.241/0001-91;FIGURATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;659920.60;659920.60;659920.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.281/0001-33;AGAZZII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS;2025-02-28;984124.78;984124.78;984124.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.306/0001-07;TANGUÁ FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;5000.00;5000.00;5000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.421/0001-73;KOPPERT FUNDO DE INVEST EM DIREITOS CREDITÓRIOS SEGMENTO  AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2025-02-28;7609388.57;7609388.57;7609388.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.805/0001-96;GONN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;4100427.12;4100427.12;4100427.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.698.957/0001-17;FATOR HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;8867.31;8867.31;8867.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.731.522/0001-27;JMP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;945.69;945.69;945.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.756.191/0001-80;FATOR ORTHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;52644.35;52644.35;52644.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.758.232/0001-77;SIMPALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;148261.66;148261.66;148261.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.775.400/0001-32;JOURNEY CAPITAL CRÉDITO ESTRUTURADO 120 MASTER FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-02-28;146406.95;146406.95;146406.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.846.781/0001-01;ZEMA  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;2935841.76;2935841.76;2935841.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.846.883/0001-19;FMD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;58975.90;58975.90;58107.37;868.53;0.00;0.00;0.00;0.00;0.00
Classe;47.846.982/0001-09;FS TATUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1499569.19;1499569.19;1499569.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.847.076/0001-10;IGNIS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;212044.94;212044.94;212044.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.847.106/0001-99;MOBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;596143.74;596143.74;595275.19;868.55;0.00;0.00;0.00;0.00;0.00
Classe;47.859.927/0001-45;NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;475999.15;475999.15;475999.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.862.139/0001-08;BLUE ROCKET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;218272.14;218272.14;218272.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.936.340/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO INSUMOS;2025-02-28;4435676.79;3199987.97;3199987.97;0.00;1235688.82;0.00;0.00;0.00;1235688.82
Classe;47.936.587/0001-09;FARM M II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;10851.73;10851.73;10851.73;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.984.241/0001-86;JUGIS I PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;858203.39;858203.39;858203.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.038.416/0001-25;EXT CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;75238.71;75238.71;75238.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.050.467/0001-72;CAMPO ARADO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS;2025-02-28;199004.17;199004.17;199004.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.053.686/0001-05;ALGARVE LEGAL CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;96814.37;96814.37;96814.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.069.210/0001-62;G3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;291225.48;291225.48;291225.48;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.169.685/0001-20;EOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS WH;2025-02-28;172920.83;172920.83;172920.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.181.381/0001-89;WAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;42543.66;42543.66;42543.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.181.830/0001-99;TB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-02-28;114004.24;114004.24;114004.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.213.143/0001-08;ALUMNI II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NP - RESPONSABILIDADE LIMITADA.;2025-02-28;52901.17;52901.17;52901.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.213.253/0001-70;INVESTMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;56283.69;56283.69;56283.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.279.539/0001-58;ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;89573.21;89573.21;89573.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.279.617/0001-14;JER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;3706018.54;3706018.54;3706018.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.313.595/0001-61;IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;50083.21;50083.21;50083.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.313.744/0001-92;CREDX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;251145.03;251145.03;251144.96;0.07;0.00;0.00;0.00;0.00;0.00
Classe;48.314.952/0001-06;LION FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDA LIMITADA;2025-02-28;11349.69;11349.69;11349.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.330.198/0001-06;PS CRÉDITO ESTRUTURADO R FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;4886177.52;4886177.52;4886177.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.348.391/0001-66;AGROCETE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;33059.58;33059.58;33059.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.349.509/0001-70;OCCAM CRÉDITO CORPORATIVO 30 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;2846340.77;2846340.77;1970974.68;875366.09;0.00;0.00;0.00;0.00;0.00
Classe;48.357.568/0001-90;CIB-K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;45575558.61;45575558.61;45575558.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.359.929/0001-38;KYOMI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;10787881.65;10787881.65;10787881.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.360.157/0001-54;XPLORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;10106.14;10106.14;10106.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.360.202/0001-70;GUIMMAR FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;8955.52;8955.52;8955.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.660.463/0001-06;FARMTECH UP CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;212631.68;212631.68;0.00;212631.68;0.00;0.00;0.00;0.00;0.00
Classe;48.887.873/0001-94;DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2025-02-28;7980625.20;7980625.20;7980625.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.890.745/0001-08;G5 FARM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS III;2025-02-28;7382.02;7382.02;7382.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.892.506/0001-89;GLORIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.900.092/0001-92;SEVEN LAKES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;34394.35;34394.35;34394.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.905.593/0001-61;PÁTRIA INFRA CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;78883.82;78883.82;0.00;78883.82;0.00;0.00;0.00;0.00;0.00
Classe;48.928.987/0001-35;CREDIAL BANK PAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;33978.40;33978.40;33978.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.935.526/0001-90;CERES CRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;51802.85;51802.85;51802.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.937.046/0001-68;GCDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;31965.57;31965.57;31965.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.946.018/0001-07;MAUÁ SANEAMENTO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;5155033.30;5155033.30;5155033.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.946.335/0001-23;NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2025-02-28;772926.04;772926.04;772926.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.953.684/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS ALVARINHO;2025-02-28;118693.46;118693.46;62021.97;56671.49;0.00;0.00;0.00;0.00;0.00
Classe;48.953.864/0001-54;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ASAAS II - RESPONSABILIDADE LIMITADA;2025-02-28;22951.03;22951.03;0.00;22951.03;0.00;0.00;0.00;0.00;0.00
Classe;48.963.776/0001-33;C051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;84472.64;84472.64;84472.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.965.359/0001-20;FATTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1971477.85;1971477.85;1971477.55;0.30;0.00;0.00;0.00;0.00;0.00
Classe;48.967.719/0001-22;SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;40419.53;40419.53;40419.19;0.34;0.00;0.00;0.00;0.00;0.00
Classe;48.968.438/0001-94;CL IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;32035.36;32035.36;32035.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.969.738/0001-98;RIZA MEYENII SEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;394013.43;394013.43;394013.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.971.114/0001-05;BTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;627500.00;627500.00;627500.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.979.218/0001-66;BRASIL SPECIAL SITUATIONS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;7072252.03;7072252.03;7072252.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.982.247/0001-87;ALUGUEL INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;42355.96;42355.96;42355.95;0.01;0.00;0.00;0.00;0.00;0.00
Classe;48.983.319/0001-00;FINVEST REAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;109000.00;109000.00;40000.00;69000.00;0.00;0.00;0.00;0.00;0.00
Classe;48.984.429/0001-97;VISHNU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;46528.83;46528.83;46528.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;48.997.793/0001-91;IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;186866.61;186866.61;186866.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.000.456/0001-40;P2 INVEST FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-02-28;20534.26;20534.26;20534.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;49.000.687/0001-54;ADVANTAGE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;156750.76;156750.76;156750.76;0.00;0.00;0.00;0.00;0.00;0.00
