TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
Classe;46.390.267/0001-33;CARAJÁS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;20978341.53;0.00;1995397.36;0.00;0.00;23607.46;12564.43;0.00;125337.13;20978341.53;0.00;1995397.36;0.00;0.00;23607.46;12564.43;0.00;125337.13;4047885.31
Classe;46.390.299/0001-39;PAGOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.405.697/0001-81;RELOAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;71202092.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71202092.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.405.748/0001-75;HORIZONTE CARBON CORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.420.562/0001-95;PRIMO CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;16901939.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16901939.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.437.965/0001-47;W CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.439.664/0001-52;VALORA BWM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.442.274/0001-31;FARM III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.449.843/0001-70;SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.450.551/0001-58;D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1451593173.52;11043063.44;3396.91;22291.88;71169.27;0.00;0.00;0.00;0.00;1451517711.60;11042489.36;3396.74;22290.72;71165.57;55610.11;12749.20;0.00;7681.73;0.00
Classe;46.464.743/0001-13;SOLIS NOCTUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.473.452/0001-91;MILENIO ATIVY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.494.768/0001-60;UNI PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;4596381.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4596381.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.521.568/0001-59;REAL INVESTOR CRÉDITO ESTRUTURADO 90 FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.540.487/0001-04;PERSEUS FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.610.394/0001-09;LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;16501255.32;0.00;694081.04;0.00;0.00;33307.92;81849.18;0.00;1193753.23;16501255.32;0.00;694081.04;0.00;0.00;33307.92;81849.18;0.00;1193753.23;8587450.95
Classe;46.655.552/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA;2025-02-28;270062784.93;88701.48;465039.22;425569.15;312881.05;261078.33;302671.72;237882.46;2734979.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.685.622/0001-00;SOLIS SHOR FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.711.630/0001-75;CHEMICAL XII - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA PETROQUÍMICA;2025-02-28;494946375.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485412030.71;5772207.79;2379767.83;1071301.01;0.00;0.00;0.00;0.00;311068.28;1772.10
Classe;46.766.050/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION II CONSIGNADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.766.118/0001-26;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.767.226/0001-13;GUARDIAN MULTI CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.778.766/0001-00;REVESTPAG - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.783.811/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EVEREST MOKA;2025-02-28;55909.54;0.00;0.00;0.00;0.00;388538.87;0.00;0.00;1169841.63;55909.54;0.00;0.00;0.00;0.00;388538.87;0.00;0.00;1169841.63;1586105.77
Classe;46.783.889/0001-21;MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;107089929.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;107089929.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.799.191/0001-02;ARTESANAL FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;34881149.70;0.00;4115.57;0.00;0.00;381.30;0.00;0.00;0.00;34881149.70;0.00;4115.57;0.00;0.00;381.30;0.00;0.00;0.00;0.00
Classe;46.799.259/0001-45;LUMINAE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;46.799.305/0001-06;INTER SIMPLES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;45966365.44;0.00;2054068.73;0.00;0.00;547305.69;624565.00;0.00;851517.36;45966365.44;0.00;2054068.73;0.00;0.00;547305.69;624565.00;0.00;851517.36;21933016.68
Classe;46.879.122/0001-09;BOJNICE 421 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE ILIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.046.831/0001-68;MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.579/0001-30;CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;93470932.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;93470932.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.622/0001-68;MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.653/0001-19;CERUS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;12427021.00;13524.40;35385.90;0.00;0.00;0.00;0.00;0.00;649.40;12427021.00;13524.40;35385.90;0.00;0.00;0.00;0.00;0.00;649.40;0.00
Classe;47.117.685/0001-14;SOLIS  KEDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;34848183.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34848183.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.716/0001-37;MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;45488935.70;6356611.00;0.00;2459831.80;1964308.30;1234811.60;847573.80;539090.00;1273281.90;45488935.70;6356611.00;0.00;2459831.80;1964308.30;1234811.60;847573.80;539090.00;1273281.90;0.00
Classe;47.117.740/0001-76;ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;5674341.70;845596.00;568184.90;1322268.90;1463410.40;805142.90;812674.10;1058194.50;10149561.80;5674341.70;845596.00;568184.90;1322268.90;1463410.40;805142.90;812674.10;1058194.50;10149561.80;0.00
Classe;47.117.773/0001-16;SOLIS CONSIGNADO FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;205141389.90;5394614.00;0.00;1467078.40;1179442.10;1088837.90;478994.90;0.00;0.00;205141389.90;5394614.00;0.00;1467078.40;1179442.10;1088837.90;478994.90;0.00;0.00;0.00
Classe;47.117.821/0001-76;B33 FUNDO  DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;49844165.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49844165.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.117.855/0001-60;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG;2025-02-28;289843285.00;20745361.80;708677.40;3526285.60;2507002.90;1291248.50;1165616.90;2568148.20;624454.90;289843285.00;20745361.80;708677.40;3526285.60;2507002.90;1291248.50;1165616.90;2568148.20;624454.90;0.00
Classe;47.151.680/0001-08;FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;147489836.97;0.00;0.00;1072652.17;3843294.60;0.00;0.00;0.00;3962482.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.166.884/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING;2025-02-28;1715810052.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1715194607.55;0.00;0.00;0.00;39267.65;134869.22;149646.64;290368.16;1293.31;0.00
Classe;47.167.918/0001-93;GV ATACAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.227.461/0001-65;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA;2025-02-28;456878.00;70439976.38;2208271.02;1044622.57;97444.43;107.23;1063.33;3.34;1648.14;456878.00;70439976.38;2208271.02;1044622.57;97444.43;107.23;1063.33;3.34;1648.14;0.00
Classe;47.227.626/0001-07;BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.227.790/0001-06;SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.228.232/0001-65;AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2935685873.29;1106311.03;22997.00;4016562.58;3239129.64;1360716.53;0.00;0.00;462024.68;2935685873.29;1106311.03;22997.00;4016562.58;3239129.64;1360716.53;0.00;0.00;462024.68;0.00
Classe;47.239.731/0001-58;BARRA RECUPERAÇÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.239.759/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRV23 RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.240.173/0001-40;CONSIGNADOS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.240.716/0001-20;PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA;2025-02-28;35000.01;8387594.21;2085610.69;1706503.12;493703.26;21005.05;3998.94;807.40;598.56;35000.01;8387594.21;2085610.69;1706503.12;493703.26;21005.05;3998.94;807.40;598.56;0.00
Classe;47.240.785/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL V DE RESPONSABILIDADE LIMITADA;2025-02-28;78277329.21;33143895.67;4076920.01;4601360.19;1519006.64;942627.65;796614.99;288576.72;0.01;78277329.21;33143895.67;4076920.01;4601360.19;1519006.64;942627.65;796614.99;288576.72;0.01;0.00
Classe;47.279.584/0001-40;ROMAPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;67244416.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8578146.24;67244416.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8578146.24;0.00
Classe;47.280.025/0001-50;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH I RESPONSABILIDADE LIMITADA;2025-02-28;216000964.04;77389987.22;0.00;0.00;0.00;0.00;0.00;94364706.77;68836904.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.293.897/0001-52;SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.328.080/0001-72;AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.059/0001-11;BRZ TECFIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.075/0001-04;COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.102/0001-49;MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.122/0001-10;MÖBIUS VD TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.410.134/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.424.724/0001-26;MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;420573806.16;64172991.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;420573806.16;64172991.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.628/0001-00;BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;52481851.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52481851.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.662/0001-77;IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO;2025-02-28;44156614.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44156614.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.691/0001-39;INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;27672411.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27672411.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.750/0001-79;CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;139348697.11;0.00;311899.07;0.00;0.00;0.00;0.00;0.00;0.00;139348697.11;0.00;311899.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.425.776/0001-17;FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;9078666.25;0.00;1353882.18;0.00;0.00;4350.00;44685.41;0.00;170435.13;9078666.25;0.00;1353882.18;0.00;0.00;4350.00;44685.41;0.00;170435.13;2752860.60
Classe;47.425.841/0001-04;CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;126843295.18;0.00;4810898.96;0.00;0.00;3116555.17;3909606.92;0.00;4186301.50;126843295.18;0.00;4810898.96;0.00;0.00;3116555.17;3909606.92;0.00;4186301.50;68755923.41
Classe;47.425.860/0001-30;ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2128783.52;0.00;114196.44;0.00;0.00;0.00;2760.35;0.00;100653.02;2128783.52;0.00;114196.44;0.00;0.00;0.00;2760.35;0.00;100653.02;0.00
Classe;47.425.887/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON UP;2025-02-28;24169448.23;0.00;4486719.70;0.00;0.00;2292977.67;1825254.46;0.00;37886557.04;24169448.23;0.00;4486719.70;0.00;0.00;2292977.67;1825254.46;0.00;37886557.04;140570013.78
Classe;47.463.370/0001-29;ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;30415143.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30415143.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.373/0001-62;PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5680880.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5680880.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.381/0001-09;PCS II PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;149702901.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;149702901.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.387/0001-86;SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;13131120.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13131120.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.389/0001-75;LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;79594270.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;79594270.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.463.397/0001-11;ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;44265362.59;0.00;0.00;0.00;0.00;2344791.42;1876809.87;1522460.88;7678851.84;44265362.59;0.00;0.00;0.00;0.00;2344791.42;1876809.87;1522460.88;7678851.84;0.00
Classe;47.463.403/0001-30;ARTESANAL CP BOLETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;21533566.67;0.00;0.00;0.00;0.00;17882176.86;15334014.94;8514958.36;131407099.74;21533566.67;0.00;0.00;0.00;0.00;17882176.86;15334014.94;8514958.36;131407099.74;0.00
Classe;47.463.408/0001-63;G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;106777025.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;106777025.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.466.676/0001-39;ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;20715550.48;0.00;0.00;0.00;6542650.96;5743731.43;849335.67;1347574.95;12634404.66;20715550.48;0.00;0.00;0.00;6542650.96;5743731.43;849335.67;1347574.95;12634404.66;0.00
Classe;47.542.777/0001-41;E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;18899999.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18899999.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.640.584/0001-23;SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.640.619/0001-24;BANQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.160/0001-91;XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;112320.20;0.00;882677.10;0.00;0.00;0.00;0.00;0.00;0.00;112320.20;0.00;882677.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.200/0001-03;FERT-AGRO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS;2025-02-28;0.00;113525137.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;113525137.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.241/0001-91;FIGURATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;945905.20;258200.00;6134.20;38854.80;0.00;12898.90;125025.20;2609392.70;0.00;945905.20;258200.00;6134.20;38854.80;0.00;12898.90;125025.20;2609392.70;0.00
