TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_V_A_VL_DIRCRED_PRAZO;TAB_V_A1_VL_PRAZO_VENC_30;TAB_V_A2_VL_PRAZO_VENC_60;TAB_V_A3_VL_PRAZO_VENC_90;TAB_V_A4_VL_PRAZO_VENC_120;TAB_V_A5_VL_PRAZO_VENC_150;TAB_V_A6_VL_PRAZO_VENC_180;TAB_V_A7_VL_PRAZO_VENC_360;TAB_V_A8_VL_PRAZO_VENC_720;TAB_V_A9_VL_PRAZO_VENC_1080;TAB_V_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_V_B_VL_DIRCRED_INAD;TAB_V_B1_VL_INAD_30;TAB_V_B2_VL_INAD_60;TAB_V_B3_VL_INAD_90;TAB_V_B4_VL_INAD_120;TAB_V_B5_VL_INAD_150;TAB_V_B6_VL_INAD_180;TAB_V_B7_VL_INAD_360;TAB_V_B8_VL_INAD_720;TAB_V_B9_VL_INAD_1080;TAB_V_B10_VL_INAD_MAIOR_1080;TAB_V_C_VL_DIRCRED_ANTECIPADO;TAB_V_C1_VL_ANTECIPADO_30;TAB_V_C2_VL_ANTECIPADO_60;TAB_V_C3_VL_ANTECIPADO_90;TAB_V_C4_VL_ANTECIPADO_120;TAB_V_C5_VL_ANTECIPADO_150;TAB_V_C6_VL_ANTECIPADO_180;TAB_V_C7_VL_ANTECIPADO_360;TAB_V_C8_VL_ANTECIPADO_720;TAB_V_C9_VL_ANTECIPADO_1080;TAB_V_C10_VL_ANTECIPADO_MAIOR_1080
Classe;52.794.422/0001-80;FIDC ESTRUTURADOS 51 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.804.600/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEN GROWTH SILOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.808.215/0001-37;LUMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;65658426.11;0.00;0.00;0.00;0.00;0.00;0.00;6889957.45;11095723.97;4066517.32;43606227.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.810.196/0001-83;FUNDODEINVESTIMENTOEMDIREITOSCREDITÓRIOS EMPÍRICA FUTURO PREVIDÊNCIA CONSIGNADO PÚBLICO II RESP LTDA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.842.504/0001-52;REAG SPORTAINMENT CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248182.34;0.00;0.00;0.00;0.00;0.00;248182.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.856.288/0001-02;GENIAL AGRO BOI BRASIL FI NAS CADEIAS PRODUTIVAS  AGRONEGÓCIO - DIREITOS CREDITÓRIOS FIAGRO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22507466.29;0.00;22507466.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.856.414/0001-10;DW CRÉDITOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;50786632.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50786632.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.878.266/0001-35;SCORPIUS HIGH ALPHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.883.033/0001-20;BES CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;113751630.41;0.00;0.00;0.00;0.00;0.00;0.00;830.00;84423406.14;22660533.28;6666860.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.891.630/0001-05;TOK&STOK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.892.178/0001-98;CISS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRESTAÇÃO DE SERVIÇOS;2025-02-28;58469694.92;2734900.67;2729417.17;2669557.48;2605112.68;2535186.53;2446442.46;12947150.34;18104646.07;7947236.17;3750045.35;33028.34;33028.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.908.543/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO OPEA BIOFINANCE;2025-02-28;126482027.45;5680837.46;33477849.41;44492655.64;8438034.02;4195472.95;4904379.94;25292798.03;0.00;0.00;0.00;1528809.70;836663.82;255589.40;436556.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3545352.69;5865.04;88089.86;1835929.31;1298222.11;51230.58;246443.63;19572.16;0.00;0.00;0.00
Classe;52.910.525/0001-68;KMRBANK  FUNDO  DE  INVESTIMENTO  EM  DIREITOS  CREDITÓRIOS  RESPONSABILIDADE  LIMITADA;2025-02-28;43255755.62;14131555.25;9463618.36;6350179.67;4786188.38;2509205.17;1759936.23;4255072.56;0.00;0.00;0.00;894345.11;827306.63;42558.48;0.00;0.00;24480.00;0.00;0.00;0.00;0.00;0.00;52021.97;52021.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.918.480/0001-78;AMC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;139335889.62;139335889.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.923.834/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COOPER CARD II - CRÉDITOS FINANCEIROS;2025-02-28;15004057.08;12671071.58;2001044.06;175717.24;86965.72;51730.72;15818.90;1708.86;0.00;0.00;0.00;6868574.30;767928.23;1341218.19;1032782.61;890294.30;771427.31;650239.78;1414683.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.953.168/0001-15;AGROBIOLÓGICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;28348717.08;3325857.32;4047342.03;10681539.70;4011112.81;10799.96;1411471.82;4860593.44;0.00;0.00;0.00;3607748.99;705820.97;794493.16;38097.41;0.00;0.00;2069337.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.967.434/0001-69;LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;387835028.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;387835028.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.968.533/0001-65;MCPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;289460415.77;372865.03;73978446.98;5453365.07;1029093.83;219294.31;3100858.58;7567772.52;71903472.55;56158503.01;69676743.89;2367615.11;546733.87;0.00;357328.51;0.00;101037.00;325698.00;1036817.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.982.703/0001-66;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OSHER;2025-02-28;26791209.04;26791209.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.984.899/0001-28;BANCOR FIDC DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COMERCIAIS;2025-02-28;94935989.21;56704041.36;27626475.06;7391792.05;2153197.45;1060483.29;0.00;0.00;0.00;0.00;0.00;307431.97;307431.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.989.090/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NOTO CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-02-28;747942394.69;13312853.97;16030317.54;15792538.71;15540303.11;15296046.74;15049451.45;85409723.37;146545292.70;122869060.50;302096806.60;379478.76;197128.11;85866.60;43483.89;26800.93;19265.57;6933.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.994.887/0001-84;ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;62437477.31;60992705.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1444771.47;88904508.68;25367108.50;11374143.66;8211063.89;7294677.64;8298495.51;5775275.78;22583555.57;188.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.997.521/0001-69;UKF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6138202.53;119712.81;117134.84;114847.22;112527.72;110226.05;107844.02;1401384.93;2391333.05;790140.89;873051.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.997.572/0001-90;ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;65639861.95;0.00;0.00;0.00;0.00;0.00;36869830.44;2573810.10;23935220.01;1488190.54;772810.86;43414.52;0.00;0.00;0.00;0.00;0.00;0.00;43414.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.997.760/0001-19;ST 2001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;1221605.64;0.00;0.00;0.00;0.00;0.00;0.00;1221605.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.997.828/0001-60;USECORP CATÁLISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO COMERCIAL DE RESP LIMITADA;2025-02-28;31267883.71;1219533.92;1383729.72;1187747.83;1331211.27;1138495.92;1263263.32;6423546.41;8760815.92;4981959.91;3577579.49;179114.52;106363.81;19267.25;23073.54;8839.26;3595.11;3595.11;14380.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.997.952/0001-25;ST 1004 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;130198636.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;130198636.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;52.998.078/0001-40;M12 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LONGO  PRAZO;2025-02-28;309659744.40;9402250.00;257494.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.018.439/0001-08;DIAMANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;6173613.69;2066588.61;1503737.73;1432800.92;706641.80;93417.42;91533.67;278893.54;0.00;0.00;0.00;470293.90;470293.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.029.409/0001-05;GSR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;792313849.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;792313849.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.030.737/0001-13;AZUMI MASTER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.030.845/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS SKYFALL DE RESPONSABILIDADE LIMITADA;2025-02-28;58137712.59;25952032.48;20922564.99;9253995.92;2009119.20;0.00;0.00;0.00;0.00;0.00;0.00;28426019.92;21097936.00;7328083.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;479453.70;468667.72;10785.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.032.051/0001-61;JEITTO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-02-28;5643622.41;748320.78;660550.43;595990.02;529352.70;472498.01;421543.95;1714159.45;501207.07;0.00;0.00;1343879.92;634595.19;311112.26;198491.91;124764.79;59208.67;12983.29;2723.81;0.00;0.00;0.00;110536.90;94204.91;1533.04;2250.63;2076.17;1441.78;1329.58;5632.61;2068.18;0.00;0.00
Classe;53.032.513/0001-40;COBUCCIO EMPRÉSTIMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8231188.60;325454.39;283490.33;326880.04;312558.56;305607.97;306818.56;1405156.29;2036264.37;1230592.93;1698365.16;180.01;12.00;96.01;12.00;12.00;12.00;12.00;24.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.033.766/0001-39;PROSPERITÀ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2939107.96;226426.36;348021.37;334312.45;273153.95;179249.18;240887.97;974641.38;334423.45;27991.85;0.00;40686.36;9502.02;31184.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;213737.29;169916.97;43820.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.036.495/0001-75;CONSIGNADO PÚBLICO XP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;1347612959.37;24964226.59;29026579.77;28655856.84;28242421.79;27866754.31;27465246.96;156950693.34;277620214.78;234706510.24;512114454.75;1541415.72;205872.04;204578.27;196308.24;166986.96;151267.69;154886.71;448425.58;13090.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.042.591/0001-26;TFO FERTAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.071.769/0001-67;HAZEITIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS DE RESPONSAB. ILIMITADA;2025-02-28;6851485.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6851485.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.073.256/0001-95;B-ROL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;638140526.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;638140526.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.073.485/0001-00;EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE ILIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.073.545/0001-94;DEVLET FIDC MULTISSETORIAL DE RESPONSABILIDADE ILIMITADA;2025-02-28;1424591.06;336748.02;237221.92;92694.17;89220.21;91754.73;91710.13;485241.88;0.00;0.00;0.00;116816.24;116816.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.073.603/0001-80;ST 1005 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;45583647.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45583647.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.073.677/0001-16;ALBAREDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA;2025-02-28;10606238.63;9191746.22;1209586.48;204905.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1058359.85;1058359.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.077.542/0001-29;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GOFLUX FRETES;2025-02-28;2033821.54;1808658.44;225163.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;118322.35;118322.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1275106.81;1275106.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.078.148/0001-05;TSALEACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.095.241/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO X - RESPONSABILIDADE LIMITADA;2025-02-28;485377381.47;29020168.86;25373763.23;25597576.02;23376441.08;23489998.36;21321073.31;110256753.97;134193462.56;62338366.27;30409777.81;34554075.22;10133698.83;5522525.64;4063052.61;3247591.77;2796848.29;2297169.39;6250415.07;242773.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.109.452/0001-72;AGILE FIC FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.109.835/0001-40;ALGARVE COFFEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;86688419.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86688419.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.109.903/0001-71;UP.P II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;209843131.06;7996425.11;7332499.04;7281016.69;6855154.17;6714447.88;6293255.22;31986971.42;49359494.13;32387369.05;53636498.35;450.45;41.92;0.00;92.19;92.46;46.93;0.00;176.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.110.325/0001-93;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIRETO RESPONSABILIDADE LIMITADA;2025-02-28;26388362.76;256266.45;236233.09;232756.02;228718.81;219171.66;195696.84;974803.84;10057951.53;1334168.89;12652595.63;1013019.74;279661.49;225076.52;211683.16;110782.30;38825.84;29723.94;113067.24;4199.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.120.281/0001-82;OKEAN ANTARCTIC SUB EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.121.758/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL II RESPONSABILIDADE LIMITADA;2025-02-28;138664803.72;5613851.38;5295700.06;5462797.41;5299548.14;5261477.25;4097076.23;19395503.99;33541525.15;21844736.40;32852587.71;3000.70;348.20;0.00;154.47;573.99;740.25;0.00;1183.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.125.179/0001-70;SQUID UNO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.125.630/0001-59;AGROVITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;11149155.39;1451502.07;1122812.48;926983.11;852607.71;732144.65;686079.74;2671226.74;2700791.64;0.00;5007.25;552793.49;473646.35;63392.55;15754.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.129.205/0001-38;INOVA CREDTECH VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;7842662.42;322885.12;286381.14;269996.90;251057.43;244779.05;228764.65;1269844.21;2112819.55;1429743.11;1426391.26;177861.21;160662.11;10986.11;3945.95;2267.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.145.182/0001-55;LIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6276016.73;306618.16;313708.47;301788.82;284694.47;274081.94;260805.93;1337399.24;1639201.01;992359.16;565359.53;48358.10;36435.80;9965.80;1587.26;184.62;184.62;0.00;0.00;0.00;0.00;0.00;256770.84;90086.07;8008.66;6170.10;5898.94;5655.91;5419.26;28166.10;42810.46;27873.00;36682.34
Classe;53.145.978/0001-08;CREDI PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18031907.63;11540454.95;980993.65;0.00;0.00;0.00;0.00;5510459.03;0.00;0.00;0.00;1716669.63;1617928.50;98741.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28200.00;0.00;28200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.147.924/0001-81;META FLORESTAL BELTERRA FIAGRO IS - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;34437785.59;57826.57;65876.03;62689.10;71803.81;77454.49;88287.10;487448.28;1523506.24;4160686.04;27842207.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;53.147.925/0001-26;ROKA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
